bid_code,bid_item_description,measurement_unit,total_qty,wavg_unit_price,simple_avg_unit_price,n_low_bids
104-7013,"REMOV CONC (SIDEWALK, RAMP OR SUP)",SY,4631.0,28.6472675448067372,98.6208000000000000,10
104-7015,REMOV CONC (CURB RAMP),SY,80.0,181.1500000000000000,105.7500000000000000,2
104-7016,REMOV CONC (CURB),LF,12680.0,9.8337870662460568,10.7264285714285714,14
104-7017,REMOV CONC (CURB & GUTTER),LF,8225.0,1.5000000000000000,1.50000000000000000000,1
104-7018,REMOV CONC (CURB OR CURB & GUTTER),LF,2249.0,2.9959448643841707,6.0600000000000000,2
104-7020,REMOV CONC (SAWCUT),LF,3650.0,7.9227397260273973,9.0000000000000000,3
104-7025,REMOV CONC (RETAINING WALLS),SY,679.0,29.1737849779086892,39.6666666666666667,3
104-7027,REMOV CONC (COPING),LF,2909.0,5.0000000000000000,5.0000000000000000,1
104-7028,REMOV CONC (WINGWALL),CY,40.0,99.3690000000000000,122.3400000000000000,2
104-7029,REMOV CONC (HEADWALL),CY,32.0,85.5000000000000000,85.5000000000000000,1
104-7030,REMOV CONC (APPR SLAB),SY,16.0,124.0000000000000000,124.0000000000000000,1
104-7036,REMOV CONC (RAIL),LF,15439.41,4.5848435270518757,8.1000000000000000,4
104-7041,REMOV CONC (FLUME),SY,443.0,5.0000000000000000,5.0000000000000000,1
104-7045,REMOV CONC (MISC),EA,18.0,265.7300000000000000,265.7300000000000000,1
104-7046,REMOV CONC (MISC),SY,2540.0,5.2490000000000000,5.2490000000000000,1
104-7047,REMOV CONC (MISC),CY,24.0,552.0833333333333333,625.0000000000000000,2
105-7005,"RMV (5""-9"") TRT/UNTRT BASE & ASPH PAV",SY,222.0,10.0000000000000000,10.0000000000000000,1
105-7007,"RMV (7""-11"") TRT/UNTRT BASE & ASPH PAV",SY,189.0,11.0000000000000000,11.0000000000000000,1
105-7008,"RMV (8""-12"") TRT/UNTRT BASE & ASPH PAV",SY,38023.0,6.7000000000000000,6.7000000000000000,1
105-7009,"RMV (9""-13"") TRT/UNTRT BASE & ASPH PAV",SY,1358.0,18.9500000000000000,18.9500000000000000,1
105-7010,"RMV (10""-14"") TRT/UNTRT BASE & ASPH PAV",SY,17675.0,1.7500000000000000,1.75000000000000000000,1
105-7012,"RMV (12""-16"") TRT/UNTRT BASE & ASPH PAV",SY,152.0,65.0000000000000000,65.0000000000000000,1
105-7024,"RMV (4"") TRT/UNTRT BASE & ASPH PAV",SY,16562.0,6.0039850259630479,8.7500000000000000,2
105-7026,"RMV (6"") TRT/UNTRT BASE & ASPH PAV",SY,884.0,4.5000000000000000,4.5000000000000000,1
105-7032,"RMV (12"") TRT/UNTRT BASE & ASPH PAV",SY,407.0,15.0000000000000000,15.0000000000000000,1
105-7038,"RMV (18"") TRT/UNTRT BASE & ASPH PAV",SY,3834.0,10.0000000000000000,10.0000000000000000,1
105-7044,"RMV (24"") TRT/UNTRT BASE & ASPH PAV",SY,398.0,17.1990000000000000,17.1990000000000000,1
105-7046,"RMV (0""-6"") TRT/UNTRT BASE & ASPH PAV",SY,1303.0,10.1900000000000000,10.1900000000000000,1
105-7052,"RMV (0""-12"") TRT/UNTRT BASE & ASPH PAV",SY,5702.0,7.7474658014731673,7.6550000000000000,2
105-7053,"RMV (2""-8"") TRT/UNTRT BASE & ASPH PAV",SY,1836.0,7.4490000000000000,7.4490000000000000,1
105-7055,"RMV (4""-10"") TRT/UNTRT BASE & ASPH PAV",SY,85509.99,4.7000000000000000,4.7000000000000000,1
105-7058,"RMV (7""-13"") TRT/UNTRT BASE & ASPH PAV",SY,29356.0,4.1936122087477858,13.6800000000000000,3
105-7123,"REMOVE STAB BASE AND ASPH PAV (6""-20"")",SY,100.0,8.3000000000000000,8.3000000000000000,1
105-7129,"REMOVING STAB BASE AND ASPH PAV(0""-16"")",SY,58.0,100.0000000000000000,100.0000000000000000,1
105-7131,"RMV (27"") TRT/UNTRT BASE & ASPH PAV",SY,129281.0,15.2000000000000000,15.2000000000000000,1
110-7001,EXCAV (ROADWAY),CY,562459.0,12.7839262061768058,29.3481250000000000,16
110-7002,EXCAV (CHANNEL),CY,24571.5,13.5320753718739190,82.9281818181818182,11
110-7003,EXCAV (SPECIAL),CY,323.74,36.2933218014456045,35.0000000000000000,2
112-7002,SUBGR WIDEN (DC),STA,26.0,2500.0000000000000000,2500.0000000000000000,1
112-7004,SUBGR WIDEN (DC),SY,5089.0,8.1666339162900373,19.5000000000000000,2
132-7001,EMBANK (FNL)(OC)(TY A),CY,1053.7,38.4374110278067761,27.8333333333333333,3
132-7002,EMBANK (FNL)(DC)(TY A),CY,1710.0,18.0000000000000000,18.0000000000000000,1
132-7003,EMBANK (FNL)(OC)(TY B),CY,557.0,124.0000000000000000,124.0000000000000000,1
132-7004,EMBANK (FNL)(DC)(TY B),CY,2396.0,30.0000000000000000,30.0000000000000000,1
132-7005,EMBANK (FNL)(OC)(TY C),CY,1419.0,40.9330021141649049,75.5633333333333333,3
132-7006,EMBANK (FNL)(DC)(TY C),CY,267103.99,19.1465239811655378,22.4753333333333333,15
132-7018,EMBANK (VEH)(DC)(TY C),CY,1278.0,30.0000000000000000,30.0000000000000000,1
132-7029,EMBANK (FNL)(DC)(TY C)(CSBE),CY,32462.0,58.0000000000000000,58.0000000000000000,1
132-7036,EMBANK (FNL)(DC)(TY E)(CSBE),CY,3630.2,52.8304721502947496,276.4925000000000000,4
132-7037,EMBANK (FNL)(DC)(TY E)(CSBE_FND IMPR),CY,1567.0,55.5200000000000000,55.5200000000000000,1
132-7038,EMBANK (FNL)(DC)(TY E)(CSBE_RWALL IMPR),CY,2989.0,56.0954399464703914,56.3700000000000000,2
134-7001,BACKFILL (TY A),STA,357.0,141.5966386554621849,90.0000000000000000,2
134-7002,BACKFILL (TY B),STA,555.5,144.1629162916291629,152.5000000000000000,2
134-7004,BACKFILL (TY A OR B),STA,1663.0,175.5496091401082381,268.0000000000000000,7
134-7009,BACKFILL (TY A OR B)(VEH),CY,20.0,40.0000000000000000,40.0000000000000000,1
150-7003,BLADING,LF,80000.0,1.3100000000000000,1.31000000000000000000,1
158-7002,SPEC EXCAV WORK (HYD EXCAVATOR),HR,36.0,708.9944444444444444,688.0950000000000000,2
158-7004,SPEC EXCAV WORK (ORIGINAL),CY,500.0,183.3330000000000000,183.3330000000000000,1
158-7005,SPEC EXCAV WORK (VEHICLE),CY,101.3,193.3200000000000000,193.3200000000000000,1
160-7002,"FURN & PLACE TOPSOIL (4"")",SY,6834.0,3.2584547848990342,3.3700000000000000,2
160-7004,"FURN & PLACE TOPSOIL (6"")",SY,274.0,18.0000000000000000,18.0000000000000000,1
160-7007,FURN & PLACE TOPSOIL (VEH),CY,2687.72,53.3741741476046612,50.4054000000000000,5
161-7002,"COMPOST MANUF TOPSOIL (4"")",SY,40995.0,1.5695389681668496,3.8125000000000000,4
161-7008,EROSION CONTROL COMPOST (VEH),CY,11150.3,26.7772064877178193,31.4405714285714286,7
161-7010,GENERAL USE COMPOST (VEH),CY,7243.65,27.8015474242957625,35.8480000000000000,7
162-7002,BLOCK SODDING,SY,1007007.2,3.5459384453259123,5.8519000000000000,30
162-7003,STRAW OR HAY MULCH,SY,127792.0,0.24561287091523726055,0.79000000000000000000,6
164-7005,BROADCAST SEED (TEMP_WARM),SY,2323.0,0.71897546276366767111,0.93333333333333333333,3
164-7007,BROADCAST SEED (TEMP_WARM_COOL),SY,67792.0,0.15779265990087325938,0.42000000000000000000,5
164-7008,BROADCAST SEED (OPT1),SY,148849.0,0.28246881067390442663,0.98333333333333333333,3
164-7010,DRILL SEED (PERM_RURAL_CLAY),SY,6834.0,0.68349136669593210418,0.69500000000000000000,2
164-7011,DRILL SEED (PERM_URBAN_SAND),SY,1111.0,2.0000000000000000,2.0000000000000000,1
164-7015,DRILL SEED (TEMP_WARM_COOL),SY,233377.0,0.21114805657798326313,0.58750000000000000000,8
164-7016,DRILL SEED (OPT1),SY,19337.0,0.62030046025753736360,0.47500000000000000000,2
164-7065,STRAW/HAY MULCH,SY,334459.0,0.28735456363859247322,0.92800000000000000000,5
166-7001,FERTILIZER,AC,292.174,838.3307758527452819,1622.2577500000000000,20
168-7001,VEGETATIVE WATERING,TGL,36263.533,16.8387511645928156,69.2891000000000000,30
170-7002,IRRIGATION SYSTEM (TY I),EA,4.0,254081.625000000000,254081.625000000000,4
170-7003,IRRIGATION SYSTEM (TY II),EA,4.0,52698.958250000000,52698.958250000000,4
170-7004,IRRIGATION SYSTEM (TY III),EA,3.0,37666.666666666667,37666.666666666667,3
170-7013,IRRIGATION SYSTEM (MISC),LS,1.0,4500.0000000000000000,4500.0000000000000000,1
180-7001,WILDFLOWER SEEDING,AC,4.5,34000.000000000000,34000.000000000000,1
192-7001,MULCH,CY,3905.3,30.1582464855452846,60.0000000000000000,2
192-7007,SOIL AMEND,SY,1287.0,0.25600000000000000000,0.25600000000000000000,1
192-7008,SOIL AMEND (TY I),SY,96363.0,0.71817775494743833214,0.63642857142857142857,7
192-7010,PLANT BED PREP (TY I),SY,4956.2,0.26900000000000000000,0.26900000000000000000,1
192-7011,PLANT BED PREP (TY II),SY,42325.0,2.8833138806851742,2.6225000000000000,4
192-7012,PLANT BED PREP (TY III),SY,89303.0,1.2229448954682373,2.7170000000000000,7
192-7017,LANDSCAPE EDGE (TY I),LF,8092.0,10.0243717251606525,9.9720000000000000,2
192-7018,LANDSCAPE EDGE (TY II),LF,155.0,28.0000000000000000,28.0000000000000000,1
192-7021,LANDSCAPE EDGE (CONC),LF,1294.0,42.0000000000000000,42.0000000000000000,1
192-7024,LOOSE AGGR GRND COVER (TY I),CY,1080.0,322.1233888888888889,385.8700000000000000,3
192-7025,LOOSE AGGR GRND COVER (TY II),CY,97.0,195.0000000000000000,195.0000000000000000,1
192-7026,PLANT MATERIAL (1 GAL),EA,12626.0,7.1187628702677016,7.8333333333333333,3
192-7028,PLANT MATERIAL (3 GAL),EA,3963.0,28.2880403734544537,29.5680000000000000,2
192-7029,PLANT MATERIAL (5 GAL),EA,18.0,40.0000000000000000,40.0000000000000000,1
192-7030,PLANT MATERIAL (15 GAL),EA,905.0,110.0000000000000000,110.0000000000000000,1
192-7031,PLANT MATERIAL (30 GAL),EA,226.0,200.0000000000000000,200.0000000000000000,1
192-7032,PLANT MATERIAL (45 GAL),EA,303.0,333.2013201320132013,420.0000000000000000,2
192-7033,PLANT MATERIAL (65 GAL),EA,146.0,590.0000000000000000,590.0000000000000000,1
192-7037,PLANT MATERIAL (15 GAL) (TREE),EA,959.0,137.2158498435870699,130.0000000000000000,3
192-7039,PLANT MATERIAL (30 GAL) (TREE),EA,3187.0,256.5888245999372451,242.2371428571428571,7
192-7040,PLANT MATERIAL (45 GAL) (TREE),EA,927.0,472.0712028047464941,464.6025000000000000,6
192-7041,PLANT MATERIAL (65 GAL) (TREE),EA,1195.0,598.6418359832635983,622.9453333333333333,3
192-7044,PLANT MATERIAL (1 GAL) (SHRUB),EA,18931.0,8.1074428186572289,9.6666666666666667,3
192-7046,PLANT MATERIAL (3 GAL) (SHRUB),EA,9190.0,21.7603715995647443,24.4996666666666667,3
192-7066,PLANT MATERIAL (MIN 10' TRNK HT)(PALM),EA,20.0,1041.6670000000000000,1041.6670000000000000,1
192-7067,PLANT MATERIAL (MIN 12' TRNK HT)(PALM),EA,20.0,1166.6670000000000000,1166.6670000000000000,1
192-7068,PLANT MATERIAL (MIN 14' TRNK HT)(PALM),EA,296.0,1278.1532466216216216,1274.3145000000000000,2
192-7084,SOIL AMEND (TY II),SY,94248.0,0.63528450471097529921,0.85528571428571428571,7
193-7001,LANDSCAPE ESTABLISH,MO,116.0,5421.8391551724137931,5586.5741666666666667,6
193-7002,LANDSCAPE ESTABLISH,CYC,30.0,19783.333333333333,23303.571428571429,7
193-7007,IRRIG SYS OPER AND MAINT,MO,24.0,1819.4445000000000000,1819.4445000000000000,2
193-7021,LANDSCAPE TREAT,EA,275.0,242.4240000000000000,242.4240000000000000,1
193-7022,LANDSCAPE TREAT,CYC,33.0,3994.9494848484848485,3916.6665000000000000,2
193-7023,LANDSCAPE TREAT (TY I),EA,12157.0,2.6279228428066135,2.4097142857142857,7
193-7024,LANDSCAPE TREAT (TY II),EA,40935.0,1.4397740320019543,1.4814285714285714,7
193-7025,LANDSCAPE TREAT (TY I),CYC,2.0,18229.166500000000,18229.166500000000,2
193-7026,LANDSCAPE TREAT (TY II),CYC,5.0,8271.6664000000000000,7726.3886666666666667,3
193-7028,LANDSCAPE TREAT (TY III),EA,52049.0,1.4116531537589579,2.4947142857142857,7
193-7029,LANDSCAPE TREAT (TY IV),EA,1392.0,70.9302507183908046,74.9045000000000000,4
193-7030,LANDSCAPE TREAT (TY V),EA,1942.0,111.6455303810504634,8821.0660000000000000,4
193-7031,LANDSCAPE TREAT (TY VI),EA,3251.0,18.6176001230390649,129.4272000000000000,5
193-7032,LANDSCAPE TREAT (TY VII),EA,4981.0,25.3860357357960249,28.9223333333333333,6
193-7033,LANDSCAPE TREAT (TY VIII),EA,1414.0,29.7234780763790665,35.5396666666666667,3
193-7034,LANDSCAPE TREAT (TY IX),EA,222.0,71.5812162162162162,68.6430000000000000,2
193-7035,LANDSCAPE TREAT (TY X),EA,33463.0,1.9233676299196127,64.6327500000000000,4
193-7036,LANDSCAPE TREAT (TY III),CYC,21.0,18904.761857142857,18174.603142857143,7
193-7037,LANDSCAPE TREAT (TY IV),CYC,4.0,14656.250000000000,15875.000000000000,3
193-7038,LANDSCAPE TREAT (TY V),CYC,253.0,762.9446640316205534,8662.5000000000000000,2
193-7039,LANDSCAPE TREAT (TY VI),CYC,3.0,13431.666666666667,10897.5000000000000000,2
193-7040,LANDSCAPE TREAT (TY VII),CYC,686.0,454.9174402332361516,4221.6614000000000000,5
193-7046,LANDSCAPE TREATMENT (TY XIII),CYC,4.0,2500.0000000000000000,2500.0000000000000000,1
194-7001,RDSIDE AMENITY (INTERPRETIVE SIGN),EA,13.0,200.0000000000000000,200.0000000000000000,1
194-7006,RDSIDE AMENITY (ADA PARKING SIGN),EA,2.0,850.0000000000000000,850.0000000000000000,1
194-7007,RDSIDE AMENITY (WHEEL STOP),EA,15.0,250.0000000000000000,250.0000000000000000,1
194-7008,RDSIDE AMENITY (WHEEL STOP REMOV&RESET),EA,50.0,50.0000000000000000,50.0000000000000000,1
194-7011,RDSIDE AMENITY,EA,26.0,512.8201923076923077,5066.6665000000000000,2
194-7020,RDSIDE AMENITY (REMOV & RESET),EA,196.0,999.7874132653061224,3404.1665000000000000,2
247-7067,"FL BS (CMP IN PLC)(TY A GR 1-2) (8"")",SY,1924.0,25.8800000000000000,25.8800000000000000,1
247-7344,"FL BS (CMP IN PLC)(TY D GR 1-2)(9"")",SY,1142.0,27.2500000000000000,27.2500000000000000,1
250-7001,GEOGRID BASE REINFORCEMENT (TYPE 1),SY,1142.0,2.0000000000000000,2.0000000000000000,1
260-7001,LIME (COM OR QK)(SLURRY) OR QK(DRY),TON,11892.49,342.3447087615797869,367.1227272727272727,11
260-7005,LIME (COM OR QK)(SLURRY),TON,23.0,367.5900000000000000,367.5900000000000000,1
260-7006,"LIME TRT (EXIST MATL)(6"")",SY,92296.0,4.6180365346277195,4.5600000000000000,3
260-7007,"LIME TRT (EXIST MATL)(8"")",SY,537156.0,2.8708916962670062,6.9666666666666667,6
260-7011,"LIME TRT (EXIST MATL & NEW BASE)(8"")",SY,2003.0,16.2600000000000000,16.2600000000000000,1
260-7020,"LIME TRT (SUBGRADE) (8"")",SY,1254.0,24.5800000000000000,24.5800000000000000,1
260-7026,"LIME TRT (SUBGRADE)(12"")",SY,33258.0,5.0000000000000000,5.0000000000000000,1
275-7001,CEMENT,TON,4676.0,167.5034174508126604,169.7900000000000000,2
275-7002,"CEMENT TRT (EXIST MATL)(6"")",SY,12306.0,2.9200000000000000,2.9200000000000000,1
276-7343,"CEM TRT(PLNT MX)(CL N)(TY E)(GR 4)(6"")",SY,673133.0,15.8505552245990020,18.8800000000000000,9
292-7006,ASPHALT TRT BASE (GR 2)(PG 64),TON,11296.0,156.0384702549575071,167.5000000000000000,6
292-7007,ASPHALT TRT BASE (GR 2)(PG 70),TON,451.0,165.0000000000000000,165.0000000000000000,1
292-7014,ASPHALT TRT BASE (GR 4)(PG 64),TON,53594.47,98.8428460996069184,134.0000000000000000,6
292-7017,TACK COAT,GAL,13679.12,0.74643398113328927592,6.5000000000000000,3
3003-7001,WIDE FLANGE PAVEMENT TERMINALS,LF,1846.0,667.0078223185265439,858.0466666666666667,3
3006-7001,UNDERSEAL COURSE,GAL,355640.0,4.1479663423686874,4.0500000000000000,5
3007-7001,BONDING COURSE,GAL,19344.0,3.0000000000000000,3.0000000000000000,1
3010-7001,RAIS AND UNDERSEAL CONC SLBS W FOAM SYS,LB,60000.0,1.7266666666666667,4.3166666666666667,3
3017-7001,CONTINUOUS GRINDING-CONCRETE PAVEMENT,SY,39538.0,8.5000000000000000,8.5000000000000000,2
3017-7002,SPOT GRINDING - CONCRETE PAVEMENT,SY,9000.0,29.0000000000000000,23.5000000000000000,2
3017-7004,SPOT GRINDING -ASPHALTIC PAVEMENT,SY,4500.0,29.0000000000000000,23.5000000000000000,2
305-7015,"SALV, HAUL & STKPL RCL APH PV (1 1/2"")",SY,16008.0,1.00000000000000000000,1.00000000000000000000,1
305-7018,"SALV,HAUL & STKPL RCL APH PV (2"")",SY,144893.0,3.0000000000000000,3.0000000000000000,1
305-7029,"SLV, HAUL, & STKPL REL APH PV (9"")",SY,3834.0,10.0000000000000000,10.0000000000000000,1
310-7001,PRIME COAT (AE-P),GAL,1602.0,14.2609987515605493,14.2100000000000000,2
310-7004,PRIME COAT (MC-30),GAL,6341.0,6.2789843873206119,7.8900000000000000,2
310-7005,PRIME COAT (PCE),GAL,3310.0,5.0000000000000000,5.0000000000000000,1
316-7006,ASPH (AC-20XP),GAL,17351.0,4.5500000000000000,4.5500000000000000,1
316-7007,ASPH (AC-20-5TR),GAL,319915.92,3.0966956317772495,3.7583333333333333,6
316-7067,ASPH (AC-20-5TR OR AC-20XP),GAL,82073.0,3.1909239335713328,3.3666666666666667,3
316-7073,ASPH (AC-15P OR AC-10-2TR),GAL,10994.0,4.7000000000000000,4.7000000000000000,1
316-7211,"AGGR (TY-PB, GR-4)(SAC-B)",CY,7770.72,148.7814192249881607,198.3783333333333333,6
316-7245,"AGGR (TY-PB OR PL, GR-4)(SAC-B)",CY,2465.0,201.1241379310344828,219.8000000000000000,5
341-7050,D-GR HMA TY-D SAC-B PG70-22,TON,4196.0,181.1625119161105815,239.2400000000000000,3
341-7051,D-GR HMA TY-D PG70-22 (LEVEL-UP),TON,13.0,200.0000000000000000,200.0000000000000000,1
341-7057,D-GR HMA TY-D SAC-A PG76-22,TON,40997.0,153.2911188623557821,172.3333333333333333,3
341-7058,D-GR HMA TY-D SAC-B PG76-22,TON,20170.2,141.8967090063559112,150.5875000000000000,4
341-7067,D-GR HMA TY-D SAC-B PG70-22 (EXEMPT),TON,149.0,336.1700000000000000,336.1700000000000000,1
341-7069,D-GR HMA TY-D PG70-22 (EXEMPT),TON,151.0,336.1700000000000000,336.1700000000000000,1
341-7082,TACK COAT,GAL,11909.0,2.6008472583760181,12.5425000000000000,4
344-7001,SP MIXES SP-B PG64-22,TON,1725.0,130.0000000000000000,130.0000000000000000,1
344-7030,SP MIXES SP-C SAC-A PG76-22,TON,16202.0,150.0000000000000000,150.0000000000000000,1
344-7051,SP MIXES SP-D PG70-22,TON,424.0,190.0000000000000000,190.0000000000000000,1
344-7052,SP MIXES SP-D SAC-A PG70-22,TON,55500.0,153.7080540540540541,158.6000000000000000,5
344-7055,SP MIXES SP-D SAC-B PG70-22 (LEVEL-UP),TON,8306.0,145.0000000000000000,145.0000000000000000,1
344-7064,SP MIXES SP-D SAC-A PG76-22,TON,58589.0,152.0496338903207087,148.4285714285714286,7
344-7077,TACK COAT,GAL,84631.0,2.4915350167196417,3.6500000000000000,6
346-7009,STONE-MTRX-ASPH SMA-D SAC-A PG76-22,TON,66910.8,170.0000000000000000,170.0000000000000000,1
351-7001,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(2"")",SY,45500.0,29.0879120879120879,41.2300000000000000,5
351-7003,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(4"")",SY,10500.0,49.3142857142857143,52.3250000000000000,4
351-7004,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(5"")",SY,1500.0,100.0000000000000000,100.0000000000000000,1
351-7005,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(6"")",SY,8014.0,55.0910905914649364,109.7500000000000000,4
351-7007,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(8"")",SY,31294.0,62.2765226561002109,73.3642857142857143,7
351-7008,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(9"")",SY,372.0,132.0967741935483871,135.0000000000000000,2
351-7009,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(10"")",SY,35945.0,38.0552232577549033,38.3333333333333333,3
351-7011,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(12"")",SY,4466.0,91.6077026421854008,92.7500000000000000,4
351-7013,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(14"")",SY,1381.0,174.7791455467052860,162.5000000000000000,2
351-7014,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(15"")",SY,500.0,175.0000000000000000,175.0000000000000000,1
351-7015,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(16"")",SY,1000.0,160.0000000000000000,160.0000000000000000,1
351-7017,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(18"")",SY,2000.0,135.0000000000000000,135.0000000000000000,1
351-7021,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(22"")",SY,300.0,150.0000000000000000,150.0000000000000000,1
351-7024,"FLEX PAVEMENT STRUCTURE REPAIR (4""-6"")",SY,28.0,200.0000000000000000,200.0000000000000000,1
354-7018,"PLANE & TEXT ASPH CONC PAV(1.5"")",SY,315901.0,1.5000000000000000,1.50000000000000000000,1
354-7019,"PLANE & TEXT ASPH CONC PAV(2"")",SY,3232.0,9.3000000000000000,9.3000000000000000,1
354-7027,"PLAN & TEXT CONC PAV(0"" TO 2"")",SY,2100.0,15.0000000000000000,15.0000000000000000,1
354-7032,"PLANE ASPH CONC PAV(0"" TO 2"")",SY,10551.0,10.9065965311344896,10.4300000000000000,5
354-7051,"PLANE ASPH CONC PAV(2"")",SY,358848.0,2.5196873049313358,2.4125000000000000,4
354-7052,"PLANE ASPH CONC PAV(3"")",SY,177122.0,2.1725449125461546,2.2500000000000000,2
354-7065,"PLANE CONC PAV(0"" TO 1.5"")",SY,24386.1,6.5000000000000000,6.5000000000000000,1
354-7066,"PLANE CONC PAV(0"" TO 2"")",SY,12354.37,9.6649650690403477,53.7700000000000000,5
354-7073,"PLANE ASPH CONC PAV (0"" TO 1.5"")",SY,10472.0,6.2557295645530940,4.7500000000000000,2
354-7074,"PLANE ASPH CONC PAV (1.5"")",SY,61365.0,3.4239183573698362,3.1250000000000000,2
360-7001,"CONC PVMT (CRCP) (7"")",SY,3684.0,70.0000000000000000,70.0000000000000000,1
360-7002,"CONC PVMT (CRCP) (8"")",SY,842.0,105.0000000000000000,105.0000000000000000,1
360-7003,"CONC PVMT (CRCP) (9"")",SY,148862.0,70.8000000000000000,70.8000000000000000,1
360-7004,"CONC PVMT (CRCP) (10"")",SY,95852.0,82.3133327421441389,83.3880000000000000,5
360-7005,"CONC PVMT (CRCP) (11"")",SY,17277.0,93.0000000000000000,93.0000000000000000,1
360-7006,"CONC PVMT (CRCP) (12"")",SY,366786.0,85.0908433800635793,214.9960000000000000,5
360-7016,"CONC PVMT (CPCD) (6"")",SY,17.0,363.8900000000000000,363.8900000000000000,1
360-7017,"CONC PVMT (CPCD) (7"")",SY,1372.0,141.2030612244897959,144.8200000000000000,2
360-7076,"CONC PVMT (CRCP)(FAST TRK) (12"")",SY,29601.0,112.2237086584912672,155.5000000000000000,2
360-7097,"CONC PVMT (CPCD) (FAST TRK) (13"")",SY,60.0,250.0000000000000000,250.0000000000000000,1
361-7001,"FULL - DEPTH REPAIR CRCP (6"")",CY,388.0,740.0000000000000000,740.0000000000000000,1
361-7003,"FULL - DEPTH REPAIR CRCP (8"")",CY,1584.0,490.5176767676767677,1056.6666666666666667,3
361-7004,"FULL - DEPTH REPAIR CRCP (9"")",CY,365.0,925.0000000000000000,925.0000000000000000,1
361-7005,"FULL - DEPTH REPAIR CRCP (10"")",CY,87.0,836.2068965517241379,1020.0000000000000000,3
361-7007,"FULL - DEPTH REPAIR CRCP (12"")",CY,290.0,803.4482758620689655,886.6666666666666667,3
361-7008,"FULL - DEPTH REPAIR CRCP (13"")",CY,73.0,1554.7945205479452055,1966.6666666666666667,3
361-7009,"FULL - DEPTH REPAIR CRCP (14"")",CY,534.0,760.0000000000000000,760.0000000000000000,1
361-7010,"FULL - DEPTH REPAIR CRCP (15"")",CY,215.0,717.4418604651162791,908.3333333333333333,3
361-7019,"FULL - DEPTH REPAIR CPCD (8"")",CY,20.0,2000.0000000000000000,2000.0000000000000000,1
361-7020,"FULL - DEPTH REPAIR CPCD (9"")",CY,1385.0,675.0000000000000000,675.0000000000000000,1
361-7036,"FULL - DEPTH REPAIR CPJR (8"")",CY,598.0,948.2608695652173913,1110.0000000000000000,2
361-7038,"FULL - DEPTH REPAIR CPJR (10"")",CY,30.0,510.0000000000000000,510.0000000000000000,1
361-7044,FULL-DEPTH REPAIR CRCP (VAR DEPTH),CY,9687.6,1024.6897064288368636,980.0000000000000000,3
361-7047,"FULL-DEPTH REP(BR APPR SLAB)(9""-13"")",CY,50.0,400.0000000000000000,400.0000000000000000,1
